seed,node_id,neighbor_id,timestamp,modality,predicted_position_covariance_reduction,predicted_position_covariance_reduction_fraction,position_injection_risk,neighbor_to_measurement_covariance_trace_ratio,actual_position_error_change_m,actual_position_error_worsened
0,sat_p03_s01,sat_p02_s01,16.0,RADAR,0.017837921418883775,0.00705645168631895,0.00705645168631895,0.2539003248399973,0.0838559127825822,True
0,sat_p03_s01,sat_p04_s01,16.0,RADAR,0.017573063985473533,0.007001080691225223,0.007001080691225223,0.2538962577514418,-0.06633022496850272,False
0,sat_p03_s01,sat_p02_s01,18.0,RADAR,0.014727172144816322,0.006397199343994364,0.006397199343994364,0.2310465449045847,-0.16829612458887877,False
0,sat_p03_s01,sat_p04_s01,18.0,RADAR,0.014528074493215127,0.006351346328388028,0.006351346328388028,0.2310416646987667,-0.0469674635326538,False
0,sat_p03_s01,sat_p02_s01,20.0,RADAR,0.01244141707297083,0.005864453802825353,0.005864453802825353,0.21278836508313884,-0.013439773849845071,False
0,sat_p03_s01,sat_p04_s01,20.0,RADAR,0.012289668867136422,0.005827097974762619,0.005827097974762619,0.21278262908284912,-0.03257075779847596,False
0,sat_p03_s01,sat_p02_s01,22.0,RADAR,0.010716850214071937,0.0054257951880066005,0.0054257951880066005,0.19802029439907815,0.08653226041332074,True
0,sat_p03_s01,sat_p04_s01,22.0,RADAR,0.010600724646092964,0.0053962817589622725,0.0053962817589622725,0.19801366455633426,-0.013201769714321632,False
0,sat_p03_s01,sat_p02_s01,24.0,RADAR,0.009388047129210049,0.005059344180016338,0.005059344180016338,0.18597066217073713,0.10258447332642073,True
0,sat_p03_s01,sat_p04_s01,24.0,RADAR,0.009299764981724896,0.005037253161212347,0.005037253161212347,0.18596310948548805,0.07470645273979182,True
0,sat_p03_s01,sat_p02_s01,26.0,RADAR,0.008346932366220378,0.004749851400281653,0.004749851400281653,0.17608265060457914,0.02734828394107458,True
0,sat_p03_s01,sat_p04_s01,26.0,RADAR,0.008281162075990806,0.0047349149168865535,0.0047349149168865535,0.17607415410511862,0.081989984830932,True
0,sat_p03_s01,sat_p02_s01,28.0,RADAR,0.007520441994089242,0.004486405259813581,0.004486405259813581,0.16794266949477415,-0.018683758775463355,False
0,sat_p03_s01,sat_p04_s01,28.0,RADAR,0.007473428464287233,0.00447845112260944,0.00447845112260944,0.16793321846431644,-0.004940600613485335,False
0,sat_p03_s01,sat_p02_s01,30.0,RADAR,0.006857707876389065,0.0042610091422406035,0.0042610091422406035,0.16123549880968321,-0.13740744600858723,False
0,sat_p03_s01,sat_p04_s01,30.0,RADAR,0.0068267557500371985,0.0042599289170527545,0.0042599289170527545,0.16122508937374402,-0.051222118737029865,False
0,sat_p03_s01,sat_p02_s01,32.0,RADAR,0.006322406186875246,0.004067674844946697,0.004067674844946697,0.15571524724309987,-0.042474931294923524,False
0,sat_p03_s01,sat_p04_s01,32.0,RADAR,0.006305552701754794,0.0040734011598575525,0.0040734011598575525,0.1557038859710862,0.0027783283274882553,True
0,sat_p03_s01,sat_p02_s01,34.0,RADAR,0.005887997492789382,0.00390181219989816,0.00390181219989816,0.15118602318837743,-0.036745158185470306,False
0,sat_p03_s01,sat_p04_s01,34.0,RADAR,0.005883809074943208,0.003914309689450824,0.003914309689450824,0.15117372651672298,0.026331373933080826,True
0,sat_p03_s01,sat_p02_s01,36.0,RADAR,0.005534692970340055,0.003759821755300999,0.003759821755300999,0.147488767668222,-0.008217620091273026,False
0,sat_p03_s01,sat_p04_s01,36.0,RADAR,0.005542122505070064,0.003779077565548678,0.003779077565548678,0.14747556084989952,-0.015014972185774744,False
0,sat_p03_s01,sat_p02_s01,38.0,RADAR,0.0052474492501417445,0.0036388065222951703,0.0036388065222951703,0.1444921063345914,-0.003971189870083602,False
0,sat_p03_s01,sat_p04_s01,38.0,RADAR,0.00526573550547679,0.003664822699619496,0.0036648226996194955,0.1444780236917186,0.0010111113384951853,True
0,sat_p03_s01,sat_p02_s01,40.0,RADAR,0.005014617546336824,0.003536369941308916,0.003536369941308916,0.14208589176205988,-0.0178542409099387,False
0,sat_p03_s01,sat_p04_s01,40.0,RADAR,0.005043211159263411,0.0035691564836769617,0.0035691564836769617,0.14207097674346492,0.03290045247887119,True
0,sat_p03_s01,sat_p02_s01,42.0,RADAR,0.004827016428616757,0.00345047526431417,0.003450475264314171,0.14017658051254947,-0.06134772637867675,False
0,sat_p03_s01,sat_p04_s01,42.0,RADAR,0.004865524330410239,0.0034900441253620422,0.0034900441253620422,0.14016088333488233,-0.04295365374902482,False
0,sat_p03_s01,sat_p02_s01,44.0,RADAR,0.004677279819620006,0.003379345151961605,0.003379345151961605,0.13868388622909142,0.06939782429891411,True
0,sat_p03_s01,sat_p04_s01,44.0,RADAR,0.004725416779668921,0.0034257009495823904,0.0034257009495823904,0.13866746440844357,-0.019174901336580952,False
0,sat_p03_s01,sat_p02_s01,46.0,RADAR,0.004559391473978113,0.003321390377502053,0.003321390377502053,0.13753832644010291,-0.0003235095066204119,False
0,sat_p03_s01,sat_p04_s01,46.0,RADAR,0.004616939152797075,0.003374520474894481,0.003374520474894481,0.13752124158040704,0.007934590499823257,True
0,sat_p03_s01,sat_p02_s01,48.0,RADAR,0.0044683515019967686,0.0032751619133869134,0.0032751619133869134,0.13667940899259523,0.06371453066053667,True
0,sat_p03_s01,sat_p04_s01,48.0,RADAR,0.004535127560476087,0.003335029543751859,0.003335029543751859,0.13666172724941467,-0.004513388103952076,False
0,sat_p03_s01,sat_p02_s01,50.0,RADAR,0.0043999338994483725,0.0032393185295268544,0.0032393185295268544,0.13605427009108942,-0.05481811711704587,False
0,sat_p03_s01,sat_p04_s01,50.0,RADAR,0.004475766234139118,0.00330585662445909,0.00330585662445909,0.1360360598395062,0.057556098488877105,True
0,sat_p03_s01,sat_p02_s01,52.0,RADAR,0.0043505099451632175,0.0032126059488451174,0.0032126059488451174,0.13561663694592957,0.02426498934524801,True
0,sat_p03_s01,sat_p04_s01,52.0,RADAR,0.00443521287172547,0.0032857100731183467,0.003285710073118347,0.1355979671285512,0.020965446839902868,True
0,sat_p03_s01,sat_p02_s01,54.0,RADAR,0.00431692032855628,0.003193844751879355,0.0031938447518793556,0.13532602416900733,0.02803577156600645,True
0,sat_p03_s01,sat_p04_s01,54.0,RADAR,0.004410281073104989,0.003273371821743661,0.003273371821743661,0.13530696623049107,-0.044699089943542325,False
0,sat_p03_s01,sat_p02_s01,56.0,RADAR,0.004296381233061278,0.0031819230262042425,0.0031819230262042425,0.1351470882349082,-0.03944028352998363,False
0,sat_p03_s01,sat_p04_s01,56.0,RADAR,0.004398150259667274,0.003267691359749387,0.003267691359749387,0.13512770826632345,0.025209378914838654,True
0,sat_p03_s01,sat_p02_s01,58.0,RADAR,0.0042864190354784375,0.0031757946008824467,0.0031757946008824467,0.1350491048928209,-0.05542648561108299,False
0,sat_p03_s01,sat_p04_s01,58.0,RADAR,0.004396304035558135,0.0032675853406191565,0.0032675853406191565,0.13502946887524656,-0.01113179207547288,False
0,sat_p03_s01,sat_p02_s01,60.0,RADAR,0.0042848253122802354,0.00317448043870831,0.00317448043870831,0.13500552075353944,0.0019121275618798617,True
0,sat_p03_s01,sat_p04_s01,60.0,RADAR,0.004402488212923766,0.0032720399855830024,0.0032720399855830024,0.13498569093562843,0.03535136476324985,True
0,sat_p03_s01,sat_p02_s01,62.0,RADAR,0.004289622480306205,0.003177068782321639,0.003177068782321639,0.13499356411428143,-0.007706873702019057,False
0,sat_p03_s01,sat_p04_s01,62.0,RADAR,0.0044146859625655436,0.003280117142776876,0.003280117142776876,0.1349735967974175,-0.02125488438922607,False
0,sat_p03_s01,sat_p02_s01,64.0,RADAR,0.004299043000982461,0.003182718367825717,0.003182718367825717,0.13499389402171186,-0.02412240676017885,False
0,sat_p03_s01,sat_p04_s01,64.0,RADAR,0.0044310907692990285,0.0032909518107718475,0.0032909518107718475,0.13497384339469137,-0.037556906073755836,False
0,sat_p03_s01,sat_p02_s01,66.0,RADAR,0.004311513755926886,0.0031906602797425365,0.0031906602797425365,0.13499027849990883,-0.01350857345257539,False
0,sat_p03_s01,sat_p04_s01,66.0,RADAR,0.004450102951081342,0.0033037620748206558,0.0033037620748206558,0.1349701850269472,-0.034114173120072144,False
0,sat_p03_s01,sat_p02_s01,68.0,RADAR,0.004325645364234497,0.0032001996917680607,0.0032001996917680607,0.13496929006899686,0.021129487512822287,True
0,sat_p03_s01,sat_p04_s01,68.0,RADAR,0.004470311223945412,0.0033178442824420523,0.0033178442824420523,0.1349491946271498,-0.05439831444490084,False
0,sat_p03_s01,sat_p02_s01,70.0,RADAR,0.004340222806700418,0.00321071590828083,0.00321071590828083,0.13492002361899672,0.004486144883498744,True
0,sat_p03_s01,sat_p04_s01,70.0,RADAR,0.004490487041604221,0.0033325751835255987,0.0033325751835255987,0.13489996037171315,0.017285987882827092,True
0,sat_p03_s01,sat_p02_s01,72.0,RADAR,0.0043541981137094985,0.0032216621730667755,0.0032216621730667755,0.1348338245529352,0.014980123873687967,True
0,sat_p03_s01,sat_p04_s01,72.0,RADAR,0.004509580311483093,0.0033474134814667853,0.0033474134814667853,0.13481381927976882,-0.05162634224525209,False
0,sat_p03_s01,sat_p02_s01,74.0,RADAR,0.004366683410205319,0.003232564679766126,0.003232564679766126,0.13470403357831678,-0.013446887889541959,False
0,sat_p03_s01,sat_p04_s01,74.0,RADAR,0.004526707931232117,0.003361895146464931,0.003361895146464931,0.1346841052480537,-0.06321449357191256,False
0,sat_p03_s01,sat_p02_s01,76.0,RADAR,0.004376941021385717,0.0032430187797370287,0.0032430187797370287,0.134525744912308,0.04198917618883824,True
0,sat_p03_s01,sat_p04_s01,76.0,RADAR,0.004541142540111002,0.0033756283898387796,0.0033756283898387796,0.1345059052171289,0.034562070986148496,True
0,sat_p03_s01,sat_p02_s01,78.0,RADAR,0.004384374881943714,0.0032526859242489187,0.0032526859242489187,0.1342955797598719,-0.0064393031280631785,False
0,sat_p03_s01,sat_p04_s01,78.0,RADAR,0.004552305771084028,0.003388291874685087,0.003388291874685087,0.13427583832457154,-0.009320155942553976,False
0,sat_p03_s01,sat_p02_s01,80.0,RADAR,0.004388519626763664,0.0032612888368605867,0.0032612888368605867,0.13401147617410483,0.0036778590670061284,True
0,sat_p03_s01,sat_p04_s01,80.0,RADAR,0.0045597524488494995,0.0033996262374066917,0.0033996262374066917,0.13399183427538022,-0.008194308889263535,False
0,sat_p03_s01,sat_p02_s01,82.0,RADAR,0.004389031014869165,0.0032686077403179335,0.0032686077403179335,0.1336724934350573,-0.003669350174516639,False
0,sat_p03_s01,sat_p04_s01,82.0,RADAR,0.004563164998581598,0.0034094333486399723,0.0034094333486399723,0.1336529442394678,-0.02110713419611021,False
0,sat_p03_s01,sat_p02_s01,84.0,RADAR,0.004385671765520977,0.003274473276789876,0.003274473276789876,0.1332786339996784,-0.0016599434981463546,False
0,sat_p03_s01,sat_p04_s01,84.0,RADAR,0.004562330854501357,0.003417563045729285,0.003417563045729285,0.13325917061492726,0.03139225839324844,True
0,sat_p03_s01,sat_p02_s01,86.0,RADAR,0.004378301970529201,0.0032787629108746038,0.0032787629108746038,0.13283068237829307,0.05482521849865385,True
0,sat_p03_s01,sat_p04_s01,86.0,RADAR,0.004557140248079285,0.003423915188843978,0.003423915188843978,0.13281128939126166,0.018725115625219613,True
0,sat_p03_s01,sat_p02_s01,88.0,RADAR,0.0043668656729245765,0.0032813944901881995,0.0032813944901881995,0.13233005898214142,0.038705765780950196,True
0,sat_p03_s01,sat_p04_s01,88.0,RADAR,0.004547566165155757,0.003428428420558563,0.003428428420558563,0.132310724327136,-0.007030809885524958,False
0,sat_p03_s01,sat_p02_s01,90.0,RADAR,0.004351378902171646,0.0032823208981374,0.0032823208981374,0.13177869265022701,-0.054709409369534945,False
0,sat_p03_s01,sat_p04_s01,90.0,RADAR,0.004533652394095411,0.0034310749645271154,0.0034310749645271154,0.1317593977290069,-0.011493704684787831,False
0,sat_p03_s01,sat_p02_s01,92.0,RADAR,0.004331918885634242,0.0032815254211403704,0.0032815254211403704,0.1311789057473143,0.03232493912793322,True
0,sat_p03_s01,sat_p04_s01,92.0,RADAR,0.004515504168360246,0.003431857211769972,0.0034318572117699713,0.13115962183789412,0.009691615908666629,True
0,sat_p03_s01,sat_p02_s01,94.0,RADAR,0.004308611803398308,0.0032790158779270667,0.0032790158779270667,0.1305333150292236,-0.04924282535604185,False
0,sat_p03_s01,sat_p04_s01,94.0,RADAR,0.004493273591154084,0.0034308002092518397,0.0034308002092518397,0.13051401906603324,-0.002626965459587849,False
0,sat_p03_s01,sat_p02_s01,96.0,RADAR,0.00428162544694756,0.0032748222014673655,0.0032748222014673655,0.12984474758832842,0.0670705837709914,True
0,sat_p03_s01,sat_p04_s01,96.0,RADAR,0.004467152312037561,0.0034279493640618185,0.0034279493640618185,0.1298254063233393,0.019551159486243197,True
0,sat_p03_s01,sat_p02_s01,98.0,RADAR,0.0042511579712415475,0.0032689908045426077,0.0032689908045426077,0.12911616555601177,-0.01856502849229047,False
0,sat_p03_s01,sat_p04_s01,98.0,RADAR,0.004437362507512288,0.0034233665964317622,0.0034233665964317622,0.1290967527412618,0.022342739061899874,True
0,sat_p03_s01,sat_p02_s01,100.0,RADAR,0.0042174306048482,0.0032615816327018913,0.0032615816327018913,0.12835060704633564,0.020331357166189945,True
0,sat_p03_s01,sat_p04_s01,100.0,RADAR,0.004404144384337234,0.0034171234682567656,0.0034171234682567656,0.12833109824879188,-0.008388260872604636,False
0,sat_p03_s01,sat_p02_s01,102.0,RADAR,0.004180680456957393,0.0032526649450334605,0.0032526649450334605,0.12755113274299604,0.014646195763730607,True
0,sat_p03_s01,sat_p04_s01,102.0,RADAR,0.004367755406892251,0.0034093029558482034,0.0034093029558482034,0.1275314874290344,-0.03496334233058329,False
0,sat_p03_s01,sat_p02_s01,104.0,RADAR,0.004141154307259385,0.003242318567022651,0.003242318567022651,0.12672078483846028,0.02363001780708862,True
0,sat_p03_s01,sat_p04_s01,104.0,RADAR,0.004328457696323879,0.003399991796610257,0.003399991796610257,0.126700975141634,0.07735715280112965,True
0,sat_p03_s01,sat_p02_s01,106.0,RADAR,0.004099103462503088,0.00323062559112852,0.00323062559112852,0.1258625525030131,0.0487155474293286,True
0,sat_p03_s01,sat_p04_s01,106.0,RADAR,0.004286518956019656,0.00338928293282679,0.00338928293282679,0.12584254443479506,-0.01847010159477669,False
0,sat_p03_s01,sat_p02_s01,108.0,RADAR,0.004054779554063515,0.0032176725472494575,0.0032176725472494575,0.12497934527943505,0.006516511370291189,True
0,sat_p03_s01,sat_p04_s01,108.0,RADAR,0.0042422042324190895,0.0033772705558334647,0.0033772705558334647,0.12495910673957389,-0.03623710870193908,False
0,sat_p03_s01,sat_p02_s01,110.0,RADAR,0.004008430833590578,0.003203547644726707,0.003203547644726707,0.12407397204003821,0.09991081092751164,True
0,sat_p03_s01,sat_p04_s01,110.0,RADAR,0.004195772747225055,0.0033640487470467566,0.0033640487470467566,0.12405347784338779,0.04720525860894975,True
0,sat_p03_s01,sat_p02_s01,112.0,RADAR,0.003960298702611133,0.00318833891372758,0.00318833891372758,0.12314912506951434,-0.0017313421903486503,False
0,sat_p03_s01,sat_p04_s01,112.0,RADAR,0.0041474778940332165,0.0033497123864827958,0.0033497123864827958,0.12312833960921579,0.00743632444330633,True
0,sat_p03_s01,sat_p02_s01,114.0,RADAR,0.003910616176197217,0.003172133660613179,0.003172133660613179,0.12220736925544279,0.061484118885508865,True
0,sat_p03_s01,sat_p04_s01,114.0,RADAR,0.004097561161024083,0.0033343529817306777,0.0033343529817306777,0.12218625856532757,0.025289799030211224,True
0,sat_p03_s01,sat_p02_s01,116.0,RADAR,0.0038596060034605368,0.003155017444240974,0.003155017444240974,0.12125113419221467,0.027121644239292086,True
0,sat_p03_s01,sat_p04_s01,116.0,RADAR,0.004046254206429088,0.0033180608087272894,0.0033180608087272894,0.12122967539191301,0.031740702535641985,True
0,sat_p03_s01,sat_p02_s01,118.0,RADAR,0.0038074792634154534,0.0031370732121802324,0.0031370732121802324,0.120282710456661,0.02658025060651792,True
0,sat_p03_s01,sat_p04_s01,118.0,RADAR,0.003993774296972662,0.0033009214729966293,0.0033009214729966293,0.12026086744207089,0.009142880868995396,True
0,sat_p03_s01,sat_p02_s01,120.0,RADAR,0.003754434763965283,0.0031183809597358247,0.003118380959735825,0.11930424729412632,0.0594285996304712,True
0,sat_p03_s01,sat_p04_s01,120.0,RADAR,0.003940327921717596,0.0032830190126896938,0.0032830190126896938,0.11928199259643237,-0.02101649812591977,False
1,sat_p03_s01,sat_p02_s01,0.0,RADAR,3.340789321702947,0.13486895747524705,0.13486895747524705,2.063032529826245,0.5441010828742443,True
1,sat_p03_s01,sat_p04_s01,0.0,RADAR,2.6516702915890074,0.12373732513179601,0.12373732513179601,2.0630329998412993,0.4645909309650289,True
1,sat_p03_s01,sat_p02_s01,2.0,RADAR,0.4045649689061772,0.03729095574453983,0.03729095574453983,1.0760908488397591,0.03775483628700993,True
1,sat_p03_s01,sat_p04_s01,2.0,RADAR,0.3904737025321659,0.03738626509324234,0.03738626509324234,1.0760909429390395,-0.08058558579607311,False
1,sat_p03_s01,sat_p02_s01,4.0,RADAR,0.16080051614537316,0.0222400863777816,0.0222400863777816,0.72822024660323,-0.4100252341057544,False
1,sat_p03_s01,sat_p04_s01,4.0,RADAR,0.1562933541789933,0.02210840365884385,0.02210840365884385,0.7282199229483375,0.24198709803052054,True
1,sat_p03_s01,sat_p02_s01,6.0,RADAR,0.08751754251826158,0.01603770112878699,0.01603770112878699,0.5508104991167325,-0.23064693859062002,False
1,sat_p03_s01,sat_p04_s01,6.0,RADAR,0.08536880432217908,0.015898926282309357,0.015898926282309357,0.5508096996700074,0.09902042909031072,True
1,sat_p03_s01,sat_p02_s01,8.0,RADAR,0.05554204298630165,0.012633964666300101,0.012633964666300101,0.44351011722822026,0.07076921044993911,True
1,sat_p03_s01,sat_p04_s01,8.0,RADAR,0.05433020290926317,0.012516444976118514,0.012516444976118514,0.4435087813310866,0.001492077289479532,True
1,sat_p03_s01,sat_p02_s01,10.0,RADAR,0.038664353595790416,0.010476869458992852,0.010476869458992852,0.37187869442000576,-0.3792159282929224,False
1,sat_p03_s01,sat_p04_s01,10.0,RADAR,0.037905934142939815,0.010380112695231505,0.010380112695231505,0.3718767616365622,0.030437626763297754,True
1,sat_p03_s01,sat_p02_s01,12.0,RADAR,0.028649744686947386,0.008985446199604457,0.008985446199604457,0.32090456090699276,-0.07379159088319875,False
1,sat_p03_s01,sat_p04_s01,12.0,RADAR,0.028139739952763185,0.00890551359456749,0.00890551359456749,0.32090197194271924,-0.04867428414195141,False
1,sat_p03_s01,sat_p02_s01,14.0,RADAR,0.022215846404302332,0.007892183011590325,0.007892183011590325,0.2829962542333671,-0.20622044592695898,False
1,sat_p03_s01,sat_p04_s01,14.0,RADAR,0.021854883047046286,0.007825713181452218,0.007825713181452218,0.2829929526550802,0.02089072709883455,True
1,sat_p03_s01,sat_p02_s01,16.0,RADAR,0.017837925465860605,0.007056453144826198,0.007056453144826198,0.2539003247070936,-0.04431982972802517,False
1,sat_p03_s01,sat_p04_s01,16.0,RADAR,0.01757306094468807,0.0070010793487578025,0.0070010793487578025,0.2538962576122973,0.024712184952908167,True
1,sat_p03_s01,sat_p02_s01,18.0,RADAR,0.014727173440664971,0.006397199789888171,0.006397199789888171,0.23104654482185896,-0.35295432085448675,False
1,sat_p03_s01,sat_p04_s01,18.0,RADAR,0.014528070424046163,0.006351344436130119,0.006351344436130119,0.2310416640522634,-0.029160687691299758,False
1,sat_p03_s01,sat_p02_s01,20.0,RADAR,0.012441416435892267,0.005864453397344292,0.005864453397344292,0.21278836501375478,0.06671738417590478,True
1,sat_p03_s01,sat_p04_s01,20.0,RADAR,0.01228966398672242,0.005827095553842573,0.005827095553842573,0.21278262788329402,0.011161058689310499,True
1,sat_p03_s01,sat_p02_s01,22.0,RADAR,0.01071685186615803,0.005425795917778065,0.005425795917778065,0.1980202944387754,-0.06486381518820439,False
1,sat_p03_s01,sat_p04_s01,22.0,RADAR,0.01060072089982006,0.005396279749810561,0.005396279749810561,0.19801366402805323,0.03869405026226169,True
1,sat_p03_s01,sat_p02_s01,24.0,RADAR,0.009388047158020501,0.005059344096134342,0.005059344096134342,0.1859706621932445,-0.09952161870492537,False
1,sat_p03_s01,sat_p04_s01,24.0,RADAR,0.00929976211056375,0.005037251506637932,0.005037251506637932,0.18596311017104553,0.07028131014734318,True
1,sat_p03_s01,sat_p02_s01,26.0,RADAR,0.0083469324927425,0.004749851373981332,0.004749851373981332,0.1760826502913917,0.0406108524695139,True
1,sat_p03_s01,sat_p04_s01,26.0,RADAR,0.008281159951991553,0.0047349136043345,0.0047349136043345,0.17607415517501313,-0.002503394298655204,False
1,sat_p03_s01,sat_p02_s01,28.0,RADAR,0.007520440713112964,0.004486404403086586,0.004486404403086586,0.16794266946570893,-0.10555256882276653,False
1,sat_p03_s01,sat_p04_s01,28.0,RADAR,0.0074734255962874765,0.004478449307724769,0.00447844930772477,0.1679332189895882,0.01269415564448173,True
1,sat_p03_s01,sat_p02_s01,30.0,RADAR,0.006857706630039137,0.004261008272094912,0.004261008272094912,0.16123549915787969,-0.13685259108668157,False
1,sat_p03_s01,sat_p04_s01,30.0,RADAR,0.006826752087469246,0.004259926532162847,0.004259926532162847,0.16122509003194724,0.046150864124787416,True
1,sat_p03_s01,sat_p02_s01,32.0,RADAR,0.006322403553293738,0.004067673051215001,0.004067673051215001,0.1557152475819544,0.12159513046803161,True
1,sat_p03_s01,sat_p04_s01,32.0,RADAR,0.006305550670093529,0.004073399740570957,0.004073399740570957,0.155703886142642,0.011705907399489845,True
1,sat_p03_s01,sat_p02_s01,34.0,RADAR,0.005887994728109383,0.0039018102655432743,0.0039018102655432743,0.1511860235107868,-0.03463957544242413,False
1,sat_p03_s01,sat_p04_s01,34.0,RADAR,0.005883806880706328,0.003914308119488039,0.003914308119488039,0.1511737272810338,0.0065384097024882015,True
1,sat_p03_s01,sat_p02_s01,36.0,RADAR,0.005534690968285345,0.0037598202955157994,0.0037598202955157994,0.14748876779983708,-0.03267861013157358,False
1,sat_p03_s01,sat_p04_s01,36.0,RADAR,0.005542120209209485,0.0037790758942411627,0.0037790758942411627,0.14747556187801167,-0.00566960160326202,False
1,sat_p03_s01,sat_p02_s01,38.0,RADAR,0.005247446816064264,0.0036388047356109158,0.0036388047356109158,0.14449210639478033,-0.005694885266109617,False
1,sat_p03_s01,sat_p04_s01,38.0,RADAR,0.005265732569208714,0.003664820549980405,0.003664820549980405,0.14447802548366728,0.04200949132612919,True
1,sat_p03_s01,sat_p02_s01,40.0,RADAR,0.005014615463415385,0.0035363683687928086,0.0035363683687928086,0.14208589173290886,-0.03083360609451502,False
1,sat_p03_s01,sat_p04_s01,40.0,RADAR,0.005043209617027455,0.0035691552820058914,0.0035691552820058914,0.14207097735323398,0.15486777230746063,True
1,sat_p03_s01,sat_p02_s01,42.0,RADAR,0.004827014805998942,0.003450474000387714,0.003450474000387714,0.14017658043297795,-0.06958324658535475,False
1,sat_p03_s01,sat_p04_s01,42.0,RADAR,0.004865524042573461,0.0034900438092393513,0.0034900438092393513,0.14016088523697443,0.07264968825892104,True
1,sat_p03_s01,sat_p02_s01,44.0,RADAR,0.004677278487491502,0.0033793440914307994,0.0033793440914307994,0.1386838860148922,-0.00842936606281297,False
1,sat_p03_s01,sat_p04_s01,44.0,RADAR,0.004725416035562145,0.003425700307084991,0.003425700307084991,0.13866746578250594,0.11961899745420301,True
1,sat_p03_s01,sat_p02_s01,46.0,RADAR,0.004559390323415007,0.0033213894452153044,0.0033213894452153044,0.13753832635298638,-0.024119416497072388,False
1,sat_p03_s01,sat_p04_s01,46.0,RADAR,0.004616938540232293,0.003374519928375173,0.003374519928375173,0.13752124246075206,0.17846946987056211,True
1,sat_p03_s01,sat_p02_s01,48.0,RADAR,0.0044683501464443,0.003275160829737289,0.003275160829737289,0.1366794088744667,0.004227532086437336,True
1,sat_p03_s01,sat_p04_s01,48.0,RADAR,0.0045351265756433745,0.003335028724183875,0.003335028724183875,0.13666172799905904,0.14405654986639727,True
1,sat_p03_s01,sat_p02_s01,50.0,RADAR,0.004399933010883752,0.003239317784508247,0.003239317784508247,0.13605426975074345,0.01707963526720513,True
1,sat_p03_s01,sat_p04_s01,50.0,RADAR,0.004475765560268591,0.0033058560315533166,0.0033058560315533166,0.13603605967164267,-0.06281210748280763,False
1,sat_p03_s01,sat_p02_s01,52.0,RADAR,0.004350509517003196,0.0032126055393197728,0.0032126055393197728,0.13561663695146453,-0.010083479420144204,False
1,sat_p03_s01,sat_p04_s01,52.0,RADAR,0.004435212856617683,0.0032857099650985227,0.0032857099650985227,0.1355979657208183,0.018480985668820726,True
1,sat_p03_s01,sat_p02_s01,54.0,RADAR,0.0043169200154870545,0.0031938444359649707,0.0031938444359649707,0.1353260234889729,0.017002522341297954,True
1,sat_p03_s01,sat_p04_s01,54.0,RADAR,0.004410280954910798,0.003273371646589736,0.003273371646589736,0.13530696488644917,0.12976172034149425,True
